investor_id,age,age_group,gender,sip_amount,city_tier
INV00700,39,36-45,Male,5043,B30
INV00701,30,26-35,Female,10114,B30
INV00702,30,26-35,Male,5061,T30
INV00703,21,18-25,Female,1406,T30
INV00704,35,26-35,Female,10101,T30
INV00705,48,46-60,Male,20123,T30
INV00706,28,26-35,Male,1914,B30
INV00707,39,36-45,Male,14857,T30
INV00708,41,36-45,Male,10105,T30
INV00709,36,36-45,Male,9924,B30
INV00710,30,26-35,Male,5090,T30
INV00711,29,26-35,Male,4856,T30
INV00712,19,18-25,Male,1476,T30
INV00713,29,26-35,Other,2116,T30
INV00714,70,60+,Male,1015,B30
INV00715,54,46-60,Female,19979,T30
INV00716,25,18-25,Male,1461,T30
INV00717,42,36-45,Male,9935,T30
INV00718,35,26-35,Male,4854,B30
INV00719,35,26-35,Female,2929,B30
INV00720,76,60+,Female,1896,B30
INV00721,51,46-60,Male,10124,T30
INV00722,49,46-60,Male,10135,T30
INV00723,33,26-35,Female,3033,T30
INV00724,36,36-45,Female,25136,T30
INV00725,43,36-45,Male,9945,B30
INV00726,31,26-35,Male,3133,B30
INV00727,20,18-25,Female,2501,T30
INV00728,34,26-35,Male,5109,T30
INV00729,36,36-45,Other,14972,B30
INV00730,59,46-60,Female,9947,B30
INV00731,25,18-25,Male,5015,T30
INV00732,31,26-35,Female,14884,T30
INV00733,28,26-35,Female,1953,T30
INV00734,33,26-35,Female,2142,B30
INV00735,55,46-60,Male,19981,B30
INV00736,31,26-35,Female,2856,B30
INV00737,62,60+,Male,5034,T30
INV00738,31,26-35,Male,4986,T30
INV00739,47,46-60,Male,20115,T30
INV00740,27,26-35,Male,4947,T30
INV00741,55,46-60,Male,10135,T30
INV00742,45,36-45,Male,10068,B30
INV00743,28,26-35,Male,3108,B30
INV00744,75,60+,Male,3030,B30
INV00745,23,18-25,Female,1061,T30
INV00746,31,26-35,Male,2129,B30
INV00747,32,26-35,Female,2034,T30
INV00748,46,46-60,Female,4995,B30
INV00749,18,18-25,Female,1353,T30
INV00750,29,26-35,Female,2861,T30
INV00751,54,46-60,Male,10142,T30
INV00752,36,36-45,Male,9929,T30
INV00753,41,36-45,Male,9977,T30
INV00754,47,46-60,Male,10054,T30
INV00755,41,36-45,Male,9938,T30
INV00756,70,60+,Female,2869,T30
INV00757,24,18-25,Female,1528,T30
INV00758,24,18-25,Male,855,T30
INV00759,40,36-45,Male,10013,B30
INV00760,31,26-35,Female,1928,T30
INV00761,32,26-35,Female,3144,T30
INV00762,29,26-35,Female,1925,T30
INV00763,31,26-35,Male,4875,T30
INV00764,30,26-35,Other,3072,B30
INV00765,67,60+,Female,10099,T30
INV00766,39,36-45,Female,15118,B30
INV00767,29,26-35,Male,10015,B30
INV00768,27,26-35,Female,10028,T30
INV00769,55,46-60,Female,20006,B30
INV00770,31,26-35,Other,4924,T30
INV00771,39,36-45,Male,14929,T30
INV00772,49,46-60,Male,9925,T30
INV00773,26,26-35,Female,2006,B30
INV00774,33,26-35,Female,10125,T30
INV00775,29,26-35,Male,3130,B30
INV00776,35,26-35,Female,10042,T30
INV00777,30,26-35,Female,4952,T30
INV00778,43,36-45,Female,2884,T30
INV00779,30,26-35,Male,2859,T30
INV00780,39,36-45,Female,9900,T30
INV00781,63,60+,Female,945,T30
INV00782,43,36-45,Female,19870,T30
INV00783,40,36-45,Male,10051,T30
INV00784,41,36-45,Male,5031,T30
INV00785,44,36-45,Female,2981,T30
INV00786,44,36-45,Male,9927,T30
INV00787,32,26-35,Male,3116,B30
INV00788,32,26-35,Female,5068,T30
INV00789,35,26-35,Female,14917,T30
INV00790,28,26-35,Male,4920,T30
INV00791,38,36-45,Male,15139,B30
INV00792,54,46-60,Male,9910,T30
INV00793,20,18-25,Male,2513,B30
INV00794,40,36-45,Female,4927,T30
INV00795,21,18-25,Female,1486,B30
INV00796,61,60+,Female,3033,B30
INV00797,38,36-45,Male,5090,T30
INV00798,42,36-45,Female,9920,B30
INV00799,29,26-35,Female,4857,T30
INV00800,67,60+,Female,954,T30
INV00801,43,36-45,Female,10100,B30
INV00802,33,26-35,Male,2871,T30
INV00803,31,26-35,Male,5124,B30
INV00804,34,26-35,Female,2871,T30
INV00805,34,26-35,Female,15135,T30
INV00806,36,36-45,Other,10075,T30
INV00807,40,36-45,Male,10066,T30
INV00808,35,26-35,Male,4922,B30
INV00809,37,36-45,Female,9907,B30
INV00810,44,36-45,Female,3061,T30
INV00811,23,18-25,Female,1953,B30
INV00812,51,46-60,Male,4913,T30
INV00813,27,26-35,Female,4893,T30
INV00814,48,46-60,Male,20131,T30
INV00815,38,36-45,Female,15139,T30
INV00816,38,36-45,Female,5064,T30
INV00817,43,36-45,Male,4910,T30
INV00818,29,26-35,Male,2856,T30
INV00819,33,26-35,Female,3102,B30
INV00820,45,36-45,Female,10082,B30
INV00821,37,36-45,Female,14853,B30
INV00822,78,60+,Male,1956,B30
INV00823,46,46-60,Female,19868,B30
INV00824,26,26-35,Male,2002,T30
INV00825,27,26-35,Male,2941,T30
INV00826,30,26-35,Male,10143,T30
INV00827,45,36-45,Female,19897,T30
INV00828,73,60+,Male,884,B30
INV00829,37,36-45,Male,4918,T30
INV00830,30,26-35,Female,5118,B30
INV00831,21,18-25,Female,2642,T30
INV00832,33,26-35,Male,10068,T30
INV00833,44,36-45,Male,5031,T30
INV00834,45,36-45,Male,5104,T30
INV00835,28,26-35,Male,9949,B30
INV00836,27,26-35,Female,2956,B30
INV00837,36,36-45,Female,5136,T30
INV00838,39,36-45,Male,9980,B30
INV00839,30,26-35,Male,15015,B30
INV00840,51,46-60,Male,5141,B30
INV00841,39,36-45,Male,5095,B30
INV00842,26,26-35,Female,10085,B30
INV00843,23,18-25,Female,5116,T30
INV00844,41,36-45,Male,2859,T30
INV00845,21,18-25,Male,1383,T30
INV00846,36,36-45,Female,10123,B30
INV00847,20,18-25,Male,2409,T30
INV00848,31,26-35,Female,9894,T30
INV00849,41,36-45,Female,19960,B30
INV00850,51,46-60,Female,9953,B30
INV00851,33,26-35,Female,10106,T30
INV00852,41,36-45,Female,25118,T30
INV00853,38,36-45,Female,10114,T30
INV00854,29,26-35,Female,5117,B30
INV00855,26,26-35,Male,9894,T30
INV00856,47,46-60,Female,20009,B30
INV00857,35,26-35,Male,5014,T30
INV00858,29,26-35,Male,5013,B30
INV00859,27,26-35,Other,2990,B30
INV00860,45,36-45,Female,2902,B30
INV00861,34,26-35,Male,1988,T30
INV00862,45,36-45,Female,19886,T30
INV00863,22,18-25,Male,875,T30
INV00864,43,36-45,Male,9904,T30
INV00865,24,18-25,Other,1441,T30
INV00866,35,26-35,Male,9951,T30
INV00867,45,36-45,Male,10089,T30
INV00868,19,18-25,Male,2090,B30
INV00869,29,26-35,Female,2982,T30
INV00870,23,18-25,Male,1516,B30
INV00871,36,36-45,Female,19907,T30
INV00872,33,26-35,Female,4994,B30
INV00873,45,36-45,Male,9902,B30
INV00874,27,26-35,Male,3004,T30
INV00875,45,36-45,Male,9974,T30
INV00876,33,26-35,Male,4956,B30
INV00877,45,36-45,Male,15128,B30
INV00878,21,18-25,Female,2099,T30
INV00879,35,26-35,Female,5134,T30
INV00880,33,26-35,Female,2885,T30
INV00881,19,18-25,Female,881,T30
INV00882,29,26-35,Female,9850,T30
INV00883,28,26-35,Other,3049,B30
INV00884,29,26-35,Male,3003,T30
INV00885,32,26-35,Female,1854,T30
INV00886,28,26-35,Female,3131,T30
INV00887,44,36-45,Female,9906,B30
INV00888,26,26-35,Female,5051,T30
INV00889,32,26-35,Female,2129,T30
INV00890,21,18-25,Male,1634,T30
INV00891,31,26-35,Female,9914,T30
INV00892,37,36-45,Female,19923,T30
INV00893,25,18-25,Male,1062,B30
INV00894,55,46-60,Female,15082,T30
INV00895,43,36-45,Male,4965,T30
INV00896,32,26-35,Male,5105,T30
INV00897,21,18-25,Male,1145,T30
INV00898,26,26-35,Female,3038,T30
INV00899,63,60+,Male,2922,T30
INV00900,44,36-45,Female,19895,T30
INV00901,33,26-35,Male,5146,B30
INV00902,71,60+,Female,5123,T30
INV00903,43,36-45,Female,10143,T30
INV00904,41,36-45,Female,9998,T30
INV00905,26,26-35,Male,3138,T30
INV00906,26,26-35,Female,2143,T30
INV00907,18,18-25,Male,1098,T30
INV00908,19,18-25,Female,4979,B30
INV00909,50,46-60,Female,14857,T30
INV00910,38,36-45,Female,4927,B30
INV00911,31,26-35,Female,3098,T30
INV00912,51,46-60,Male,4924,B30
INV00913,42,36-45,Male,14971,T30
INV00914,28,26-35,Male,2877,T30
INV00915,27,26-35,Male,2054,T30
INV00916,43,36-45,Female,9969,B30
INV00917,32,26-35,Female,3121,B30
INV00918,60,46-60,Female,10045,T30
INV00919,34,26-35,Male,2031,T30
INV00920,24,18-25,Male,1986,T30
INV00921,30,26-35,Male,2973,B30
INV00922,34,26-35,Male,2010,B30
INV00923,46,46-60,Female,19900,T30
INV00924,33,26-35,Female,1978,B30
INV00925,36,36-45,Male,24879,B30
INV00926,21,18-25,Female,894,T30
INV00927,20,18-25,Male,1906,T30
INV00928,63,60+,Female,3082,B30
INV00929,50,46-60,Female,9887,T30
INV00930,26,26-35,Male,1880,B30
INV00931,38,36-45,Male,5101,T30
INV00932,21,18-25,Male,905,B30
INV00933,34,26-35,Male,9904,T30
INV00934,37,36-45,Male,2886,T30
INV00935,33,26-35,Male,2926,T30
INV00936,42,36-45,Female,20018,T30
INV00937,24,18-25,Female,5094,B30
INV00938,32,26-35,Male,4851,T30
INV00939,33,26-35,Female,3033,T30
INV00940,30,26-35,Male,10037,T30
INV00941,27,26-35,Male,9953,T30
INV00942,36,36-45,Female,10003,T30
INV00943,53,46-60,Male,20074,T30
INV00944,36,36-45,Male,14972,B30
INV00945,32,26-35,Male,2007,T30
INV00946,34,26-35,Female,10023,T30
INV00947,31,26-35,Female,4958,T30
INV00948,34,26-35,Male,2969,B30
INV00949,53,46-60,Male,10091,B30
INV00950,29,26-35,Male,1875,B30
INV00951,27,26-35,Male,1882,T30
INV00952,27,26-35,Female,4962,T30
INV00953,73,60+,Female,2016,B30
INV00954,35,26-35,Female,1959,T30
INV00955,18,18-25,Female,911,T30
INV00956,42,36-45,Female,20133,T30
INV00957,33,26-35,Male,4870,B30
INV00958,66,60+,Male,1858,B30
INV00959,36,36-45,Male,24895,B30
INV00960,43,36-45,Female,9955,B30
INV00961,30,26-35,Female,1972,T30
INV00962,36,36-45,Male,10105,T30
INV00963,41,36-45,Male,5135,B30
INV00964,37,36-45,Male,5035,T30
INV00965,62,60+,Male,1949,T30
INV00966,28,26-35,Male,4931,B30
INV00967,26,26-35,Female,3072,T30
INV00968,58,46-60,Female,19872,B30
INV00969,48,46-60,Male,14864,T30
INV00970,34,26-35,Male,3077,T30
INV00971,39,36-45,Male,19967,T30
INV00972,47,46-60,Male,15061,T30
INV00973,39,36-45,Female,15149,B30
INV00974,26,26-35,Female,2082,T30
INV00975,48,46-60,Female,9949,T30
INV00976,30,26-35,Female,2866,T30
INV00977,38,36-45,Male,20084,T30
INV00978,70,60+,Female,930,B30
INV00979,35,26-35,Female,2894,T30
INV00980,34,26-35,Male,3092,B30
INV00981,36,36-45,Female,24976,T30
INV00982,21,18-25,Female,1426,T30
INV00983,46,46-60,Male,5108,B30
INV00984,44,36-45,Male,9900,B30
INV00985,33,26-35,Female,1856,B30
INV00986,51,46-60,Female,9972,T30
INV00987,19,18-25,Male,932,T30
INV00988,25,18-25,Male,1087,T30
INV00989,20,18-25,Male,1587,B30
INV00990,18,18-25,Male,1121,T30
INV00991,42,36-45,Female,3127,B30
INV00992,21,18-25,Male,1378,B30
INV00993,26,26-35,Male,10088,T30
INV00994,18,18-25,Female,1384,T30
INV00995,49,46-60,Male,14908,T30
INV00996,39,36-45,Female,15014,B30
INV00997,44,36-45,Male,2991,T30
INV00998,51,46-60,Male,30098,T30
INV00999,56,46-60,Female,9999,B30
INV01000,35,26-35,Male,2946,T30
