transaction_id,investor_id,amfi_code,transaction_type,amount,transaction_date,kyc_status,state
TXN001529,INV00074,SCH017,SIP,10000.0,2025-04-15,Verified,Maharashtra
TXN001530,INV00074,SCH035,SIP,10000.0,2025-05-15,Verified,Maharashtra
TXN001531,INV00074,SCH035,SIP,10000.0,2025-06-14,Verified,Maharashtra
TXN001532,INV00074,SCH017,SIP,10000.0,2025-07-14,Pending,Maharashtra
TXN001533,INV00074,SCH017,SIP,10000.0,2025-08-13,Verified,Maharashtra
TXN001534,INV00074,SCH035,SIP,10000.0,2025-09-12,Verified,Maharashtra
TXN001535,INV00074,SCH017,SIP,10000.0,2025-10-12,Verified,Maharashtra
TXN001536,INV00074,SCH035,SIP,10000.0,2025-11-11,Verified,Maharashtra
TXN001537,INV00074,SCH035,SIP,10000.0,2025-12-11,Verified,Maharashtra
TXN001538,INV00074,SCH017,SIP,10000.0,2026-01-10,Verified,Maharashtra
TXN001539,INV00074,SCH035,SIP,10000.0,2026-02-09,Verified,Maharashtra
TXN001540,INV00074,SCH035,SIP,10000.0,2026-03-11,Verified,Maharashtra
TXN001541,INV00074,SCH017,SIP,10000.0,2026-04-10,Verified,Maharashtra
TXN001542,INV00074,SCH017,SIP,10000.0,2026-05-10,Verified,Maharashtra
TXN001543,INV00074,SCH035,SIP,10000.0,2026-06-09,Verified,Maharashtra
TXN001544,INV00075,SCH005,SIP,20000.0,2023-01-01,Verified,Haryana
TXN001545,INV00075,SCH005,SIP,20000.0,2023-01-31,Verified,Haryana
TXN001546,INV00075,SCH005,SIP,20000.0,2023-03-02,Verified,Haryana
TXN001547,INV00075,SCH005,SIP,20000.0,2023-04-01,Verified,Haryana
TXN001548,INV00075,SCH005,SIP,20000.0,2023-05-01,Pending,Haryana
TXN001549,INV00075,SCH005,SIP,20000.0,2023-05-31,Verified,Haryana
TXN001550,INV00075,SCH005,SIP,20000.0,2023-06-30,Verified,Haryana
TXN001551,INV00075,SCH005,SIP,20000.0,2023-07-30,Pending,Haryana
TXN001552,INV00075,SCH005,SIP,20000.0,2023-08-29,Verified,Haryana
TXN001553,INV00075,SCH005,SIP,20000.0,2023-09-28,Verified,Haryana
TXN001554,INV00075,SCH005,SIP,20000.0,2023-10-28,Verified,Haryana
TXN001555,INV00075,SCH005,SIP,20000.0,2023-11-27,Pending,Haryana
TXN001556,INV00075,SCH005,SIP,20000.0,2023-12-27,Verified,Haryana
TXN001557,INV00075,SCH005,SIP,20000.0,2024-01-26,Verified,Haryana
TXN001558,INV00075,SCH005,SIP,20000.0,2024-02-25,Verified,Haryana
TXN001559,INV00075,SCH005,SIP,20000.0,2024-03-26,Pending,Haryana
TXN001560,INV00075,SCH005,SIP,20000.0,2024-04-25,Verified,Haryana
TXN001561,INV00075,SCH005,SIP,20000.0,2024-05-25,Verified,Haryana
TXN001562,INV00075,SCH005,SIP,20000.0,2024-06-24,Verified,Haryana
TXN001563,INV00075,SCH005,SIP,20000.0,2024-07-24,Verified,Haryana
TXN001564,INV00075,SCH005,SIP,20000.0,2024-08-23,Verified,Haryana
TXN001565,INV00075,SCH005,SIP,20000.0,2024-09-22,Verified,Haryana
TXN001566,INV00075,SCH005,SIP,20000.0,2024-10-22,Verified,Haryana
TXN001567,INV00075,SCH005,SIP,20000.0,2024-11-21,Verified,Haryana
TXN001568,INV00075,SCH005,SIP,20000.0,2024-12-21,Verified,Haryana
TXN001569,INV00075,SCH005,SIP,20000.0,2025-01-20,Verified,Haryana
TXN001570,INV00075,SCH005,SIP,20000.0,2025-02-19,Verified,Haryana
TXN001571,INV00075,SCH005,SIP,20000.0,2025-03-21,Verified,Haryana
TXN001572,INV00075,SCH005,SIP,20000.0,2025-04-20,Verified,Haryana
TXN001573,INV00075,SCH005,SIP,20000.0,2025-05-20,Verified,Haryana
TXN001574,INV00075,SCH005,SIP,20000.0,2025-06-19,Verified,Haryana
TXN001575,INV00075,SCH005,SIP,20000.0,2025-07-19,Pending,Haryana
TXN001576,INV00075,SCH005,SIP,20000.0,2025-08-18,Verified,Haryana
TXN001577,INV00075,SCH005,SIP,20000.0,2025-09-17,Verified,Haryana
TXN001578,INV00075,SCH005,SIP,20000.0,2025-10-17,Verified,Haryana
TXN001579,INV00075,SCH005,SIP,20000.0,2025-11-16,Verified,Haryana
TXN001580,INV00075,SCH005,SIP,20000.0,2025-12-16,Verified,Haryana
TXN001581,INV00075,SCH005,SIP,20000.0,2026-01-15,Verified,Haryana
TXN001582,INV00075,SCH005,SIP,20000.0,2026-02-14,Verified,Haryana
TXN001583,INV00075,SCH005,SIP,20000.0,2026-03-16,Verified,Haryana
TXN001584,INV00075,SCH005,SIP,20000.0,2026-04-15,Verified,Haryana
TXN001585,INV00075,SCH005,SIP,20000.0,2026-05-15,Verified,Haryana
TXN001586,INV00075,SCH005,SIP,20000.0,2026-06-14,Verified,Haryana
TXN001587,INV00076,SCH040,Lumpsum,25000.0,2026-05-22,Pending,West Bengal
TXN001588,INV00077,SCH003,Lumpsum,250000.0,2024-02-10,Verified,Gujarat
TXN001589,INV00077,SCH003,Lumpsum,10000.0,2023-07-31,Verified,Gujarat
TXN001590,INV00077,SCH003,Lumpsum,250000.0,2024-04-27,Verified,Gujarat
TXN001591,INV00077,SCH003,Lumpsum,100000.0,2024-01-26,Verified,Gujarat
TXN001592,INV00078,SCH023,SIP,10000.0,2024-01-01,Verified,West Bengal
TXN001593,INV00078,SCH013,SIP,10000.0,2024-01-31,Verified,West Bengal
TXN001594,INV00078,SCH023,SIP,10000.0,2024-03-01,Verified,West Bengal
TXN001595,INV00078,SCH013,SIP,10000.0,2024-03-31,Verified,West Bengal
TXN001596,INV00078,SCH013,SIP,10000.0,2024-04-30,Verified,West Bengal
TXN001597,INV00078,SCH013,SIP,10000.0,2024-05-30,Verified,West Bengal
TXN001598,INV00078,SCH023,SIP,10000.0,2024-06-29,Verified,West Bengal
TXN001599,INV00078,SCH013,SIP,10000.0,2024-07-29,Failed,West Bengal
TXN001600,INV00078,SCH013,SIP,10000.0,2024-08-28,Verified,West Bengal
TXN001601,INV00078,SCH013,SIP,10000.0,2024-09-27,Verified,West Bengal
TXN001602,INV00078,SCH013,SIP,10000.0,2024-10-27,Verified,West Bengal
TXN001603,INV00078,SCH013,SIP,10000.0,2024-11-26,Verified,West Bengal
TXN001604,INV00078,SCH013,SIP,10000.0,2024-12-26,Pending,West Bengal
TXN001605,INV00078,SCH023,SIP,10000.0,2025-01-25,Verified,West Bengal
TXN001606,INV00078,SCH013,SIP,10000.0,2025-02-24,Verified,West Bengal
TXN001607,INV00078,SCH013,SIP,10000.0,2025-03-26,Verified,West Bengal
TXN001608,INV00078,SCH013,SIP,10000.0,2025-04-25,Verified,West Bengal
TXN001609,INV00078,SCH023,SIP,10000.0,2025-05-25,Verified,West Bengal
TXN001610,INV00078,SCH013,SIP,10000.0,2025-06-24,Verified,West Bengal
TXN001611,INV00078,SCH013,SIP,10000.0,2025-07-24,Verified,West Bengal
TXN001612,INV00078,SCH023,SIP,10000.0,2025-08-23,Pending,West Bengal
TXN001613,INV00078,SCH023,SIP,10000.0,2025-09-22,Verified,West Bengal
TXN001614,INV00078,SCH023,SIP,10000.0,2025-10-22,Pending,West Bengal
TXN001615,INV00078,SCH023,SIP,10000.0,2025-11-21,Verified,West Bengal
TXN001616,INV00078,SCH013,SIP,10000.0,2025-12-21,Pending,West Bengal
TXN001617,INV00078,SCH013,SIP,10000.0,2026-01-20,Verified,West Bengal
TXN001618,INV00078,SCH023,SIP,10000.0,2026-02-19,Failed,West Bengal
TXN001619,INV00078,SCH013,SIP,10000.0,2026-03-21,Verified,West Bengal
TXN001620,INV00078,SCH023,SIP,10000.0,2026-04-20,Verified,West Bengal
TXN001621,INV00078,SCH023,SIP,10000.0,2026-05-20,Verified,West Bengal
TXN001622,INV00078,SCH013,SIP,10000.0,2026-06-19,Verified,West Bengal
TXN001623,INV00079,SCH039,Lumpsum,25000.0,2025-06-15,Verified,Punjab
TXN001624,INV00079,SCH039,Lumpsum,25000.0,2023-05-02,Verified,Punjab
TXN001625,INV00079,SCH039,Lumpsum,50000.0,2023-05-24,Pending,Punjab
TXN001626,INV00079,SCH039,Lumpsum,250000.0,2025-12-11,Verified,Punjab
TXN001627,INV00080,SCH029,Lumpsum,250000.0,2025-08-04,Verified,Punjab
TXN001628,INV00080,SCH009,Lumpsum,250000.0,2026-02-08,Verified,Punjab
TXN001629,INV00081,SCH032,SIP,2000.0,2025-01-01,Failed,Delhi
TXN001630,INV00081,SCH032,SIP,2000.0,2025-01-31,Verified,Delhi
TXN001631,INV00081,SCH032,SIP,2000.0,2025-03-02,Verified,Delhi
TXN001632,INV00081,SCH032,SIP,2000.0,2025-04-01,Verified,Delhi
TXN001633,INV00081,SCH032,SIP,2000.0,2025-05-01,Verified,Delhi
TXN001634,INV00081,SCH032,SIP,2000.0,2025-05-31,Failed,Delhi
TXN001635,INV00081,SCH032,SIP,2000.0,2025-06-30,Verified,Delhi
TXN001636,INV00081,SCH032,SIP,2000.0,2025-07-30,Verified,Delhi
TXN001637,INV00081,SCH032,SIP,2000.0,2025-08-29,Verified,Delhi
TXN001638,INV00081,SCH032,SIP,2000.0,2025-09-28,Verified,Delhi
TXN001639,INV00081,SCH032,SIP,2000.0,2025-10-28,Pending,Delhi
TXN001640,INV00081,SCH032,SIP,2000.0,2025-11-27,Pending,Delhi
TXN001641,INV00081,SCH032,SIP,2000.0,2025-12-27,Verified,Delhi
TXN001642,INV00081,SCH032,SIP,2000.0,2026-01-26,Verified,Delhi
TXN001643,INV00081,SCH032,SIP,2000.0,2026-02-25,Verified,Delhi
TXN001644,INV00081,SCH032,SIP,2000.0,2026-03-27,Verified,Delhi
TXN001645,INV00081,SCH032,SIP,2000.0,2026-04-26,Verified,Delhi
TXN001646,INV00081,SCH032,SIP,2000.0,2026-05-26,Verified,Delhi
TXN001647,INV00082,SCH029,SIP,20000.0,2022-04-01,Verified,Haryana
TXN001648,INV00082,SCH029,SIP,20000.0,2022-05-01,Verified,Haryana
TXN001649,INV00082,SCH029,SIP,20000.0,2022-05-31,Verified,Haryana
TXN001650,INV00082,SCH029,SIP,20000.0,2022-06-30,Verified,Haryana
TXN001651,INV00082,SCH029,SIP,20000.0,2022-07-30,Verified,Haryana
TXN001652,INV00082,SCH029,SIP,20000.0,2022-08-29,Failed,Haryana
TXN001653,INV00082,SCH029,SIP,20000.0,2022-09-28,Verified,Haryana
TXN001654,INV00082,SCH029,SIP,20000.0,2022-10-28,Verified,Haryana
TXN001655,INV00082,SCH029,SIP,20000.0,2022-11-27,Verified,Haryana
TXN001656,INV00082,SCH029,SIP,20000.0,2022-12-27,Pending,Haryana
TXN001657,INV00082,SCH029,SIP,20000.0,2023-01-26,Verified,Haryana
TXN001658,INV00082,SCH029,SIP,20000.0,2023-02-25,Verified,Haryana
TXN001659,INV00082,SCH029,SIP,20000.0,2023-03-27,Verified,Haryana
TXN001660,INV00082,SCH029,SIP,20000.0,2023-04-26,Verified,Haryana
TXN001661,INV00082,SCH029,SIP,20000.0,2023-05-26,Verified,Haryana
TXN001662,INV00082,SCH029,SIP,20000.0,2023-06-25,Verified,Haryana
TXN001663,INV00082,SCH029,SIP,20000.0,2023-07-25,Verified,Haryana
TXN001664,INV00082,SCH029,SIP,20000.0,2023-08-24,Pending,Haryana
TXN001665,INV00082,SCH029,SIP,20000.0,2023-09-23,Verified,Haryana
TXN001666,INV00082,SCH029,SIP,20000.0,2023-10-23,Verified,Haryana
TXN001667,INV00082,SCH029,SIP,20000.0,2023-11-22,Verified,Haryana
TXN001668,INV00082,SCH029,SIP,20000.0,2023-12-22,Verified,Haryana
TXN001669,INV00082,SCH029,SIP,20000.0,2024-01-21,Verified,Haryana
TXN001670,INV00082,SCH029,SIP,20000.0,2024-02-20,Verified,Haryana
TXN001671,INV00082,SCH029,SIP,20000.0,2024-03-21,Verified,Haryana
TXN001672,INV00082,SCH029,SIP,20000.0,2024-04-20,Verified,Haryana
TXN001673,INV00082,SCH029,SIP,20000.0,2024-05-20,Verified,Haryana
TXN001674,INV00082,SCH029,SIP,20000.0,2024-06-19,Verified,Haryana
TXN001675,INV00082,SCH029,SIP,20000.0,2024-07-19,Verified,Haryana
TXN001676,INV00082,SCH029,SIP,20000.0,2024-08-18,Verified,Haryana
TXN001677,INV00082,SCH029,SIP,20000.0,2024-09-17,Verified,Haryana
TXN001678,INV00082,SCH029,SIP,20000.0,2024-10-17,Verified,Haryana
TXN001679,INV00082,SCH029,SIP,20000.0,2024-11-16,Verified,Haryana
TXN001680,INV00082,SCH029,SIP,20000.0,2024-12-16,Verified,Haryana
TXN001681,INV00082,SCH029,SIP,20000.0,2025-01-15,Verified,Haryana
TXN001682,INV00082,SCH029,SIP,20000.0,2025-02-14,Verified,Haryana
TXN001683,INV00082,SCH029,SIP,20000.0,2025-03-16,Verified,Haryana
TXN001684,INV00082,SCH029,SIP,20000.0,2025-04-15,Verified,Haryana
TXN001685,INV00082,SCH029,SIP,20000.0,2025-05-15,Verified,Haryana
TXN001686,INV00082,SCH029,SIP,20000.0,2025-06-14,Verified,Haryana
TXN001687,INV00082,SCH029,SIP,20000.0,2025-07-14,Verified,Haryana
TXN001688,INV00082,SCH029,SIP,20000.0,2025-08-13,Verified,Haryana
TXN001689,INV00082,SCH029,SIP,20000.0,2025-09-12,Verified,Haryana
TXN001690,INV00082,SCH029,SIP,20000.0,2025-10-12,Verified,Haryana
TXN001691,INV00082,SCH029,SIP,20000.0,2025-11-11,Verified,Haryana
TXN001692,INV00082,SCH029,SIP,20000.0,2025-12-11,Verified,Haryana
TXN001693,INV00082,SCH029,SIP,20000.0,2026-01-10,Verified,Haryana
TXN001694,INV00082,SCH029,SIP,20000.0,2026-02-09,Verified,Haryana
TXN001695,INV00082,SCH029,SIP,20000.0,2026-03-11,Verified,Haryana
TXN001696,INV00082,SCH029,SIP,20000.0,2026-04-10,Failed,Haryana
TXN001697,INV00082,SCH029,SIP,20000.0,2026-05-10,Verified,Haryana
TXN001698,INV00082,SCH029,SIP,20000.0,2026-06-09,Verified,Haryana
TXN001699,INV00083,SCH015,Lumpsum,250000.0,2026-06-11,Pending,Punjab
TXN001700,INV00084,SCH006,SIP,1000.0,2022-02-01,Pending,Punjab
TXN001701,INV00084,SCH027,SIP,1000.0,2022-03-03,Pending,Punjab
TXN001702,INV00084,SCH027,SIP,1000.0,2022-04-02,Verified,Punjab
TXN001703,INV00084,SCH006,SIP,1000.0,2022-05-12,Verified,Punjab
TXN001704,INV00084,SCH006,SIP,1000.0,2022-06-21,Verified,Punjab
TXN001705,INV00084,SCH006,SIP,1000.0,2022-07-21,Verified,Punjab
TXN001706,INV00084,SCH027,SIP,1000.0,2022-08-20,Pending,Punjab
TXN001707,INV00084,SCH027,SIP,1000.0,2022-09-29,Verified,Punjab
TXN001708,INV00084,SCH006,SIP,1000.0,2022-10-29,Pending,Punjab
TXN001709,INV00084,SCH027,SIP,1000.0,2022-11-28,Verified,Punjab
TXN001710,INV00084,SCH006,SIP,1000.0,2022-12-28,Verified,Punjab
TXN001711,INV00084,SCH027,SIP,1000.0,2023-01-27,Verified,Punjab
TXN001712,INV00084,SCH027,SIP,1000.0,2023-02-26,Verified,Punjab
TXN001713,INV00084,SCH027,SIP,1000.0,2023-03-28,Verified,Punjab
TXN001714,INV00084,SCH006,SIP,1000.0,2023-04-27,Verified,Punjab
TXN001715,INV00084,SCH006,SIP,1000.0,2023-05-27,Verified,Punjab
TXN001716,INV00084,SCH006,SIP,1000.0,2023-06-26,Pending,Punjab
TXN001717,INV00084,SCH006,SIP,1000.0,2023-08-05,Verified,Punjab
TXN001718,INV00084,SCH006,SIP,1000.0,2023-09-04,Verified,Punjab
TXN001719,INV00084,SCH006,SIP,1000.0,2023-10-04,Verified,Punjab
TXN001720,INV00084,SCH006,SIP,1000.0,2023-11-13,Verified,Punjab
TXN001721,INV00084,SCH006,SIP,1000.0,2023-12-23,Failed,Punjab
TXN001722,INV00084,SCH027,SIP,1000.0,2024-02-01,Verified,Punjab
TXN001723,INV00084,SCH027,SIP,1000.0,2024-03-02,Verified,Punjab
TXN001724,INV00084,SCH027,SIP,1000.0,2024-04-01,Verified,Punjab
TXN001725,INV00084,SCH027,SIP,1000.0,2024-05-01,Verified,Punjab
TXN001726,INV00084,SCH006,SIP,1000.0,2024-05-31,Verified,Punjab
TXN001727,INV00084,SCH027,SIP,1000.0,2024-06-30,Verified,Punjab
TXN001728,INV00084,SCH027,SIP,1000.0,2024-08-09,Verified,Punjab
TXN001729,INV00084,SCH027,SIP,1000.0,2024-09-08,Verified,Punjab
TXN001730,INV00084,SCH027,SIP,1000.0,2024-10-18,Pending,Punjab
TXN001731,INV00084,SCH027,SIP,1000.0,2024-11-17,Verified,Punjab
TXN001732,INV00084,SCH027,SIP,1000.0,2024-12-17,Pending,Punjab
TXN001733,INV00084,SCH006,SIP,1000.0,2025-01-16,Verified,Punjab
TXN001734,INV00084,SCH027,SIP,1000.0,2025-02-15,Verified,Punjab
TXN001735,INV00084,SCH006,SIP,1000.0,2025-03-17,Verified,Punjab
TXN001736,INV00084,SCH027,SIP,1000.0,2025-04-16,Pending,Punjab
TXN001737,INV00084,SCH006,SIP,1000.0,2025-05-16,Verified,Punjab
TXN001738,INV00084,SCH027,SIP,1000.0,2025-06-15,Verified,Punjab
TXN001739,INV00084,SCH006,SIP,1000.0,2025-07-25,Verified,Punjab
TXN001740,INV00084,SCH027,SIP,1000.0,2025-08-24,Verified,Punjab
TXN001741,INV00084,SCH006,SIP,1000.0,2025-09-23,Verified,Punjab
TXN001742,INV00084,SCH027,SIP,1000.0,2025-10-23,Verified,Punjab
TXN001743,INV00084,SCH027,SIP,1000.0,2025-11-22,Failed,Punjab
TXN001744,INV00084,SCH006,SIP,1000.0,2025-12-22,Verified,Punjab
TXN001745,INV00084,SCH006,SIP,1000.0,2026-01-21,Verified,Punjab
TXN001746,INV00084,SCH006,SIP,1000.0,2026-02-20,Verified,Punjab
TXN001747,INV00084,SCH006,SIP,1000.0,2026-03-22,Pending,Punjab
TXN001748,INV00084,SCH006,SIP,1000.0,2026-04-21,Verified,Punjab
TXN001749,INV00084,SCH006,SIP,1000.0,2026-05-21,Verified,Punjab
TXN001750,INV00085,SCH031,Lumpsum,25000.0,2025-05-05,Verified,Karnataka
TXN001751,INV00085,SCH031,Lumpsum,100000.0,2025-06-01,Verified,Karnataka
TXN001752,INV00085,SCH031,Lumpsum,50000.0,2026-06-03,Failed,Karnataka
TXN001753,INV00086,SCH031,SIP,2000.0,2025-01-01,Verified,Rajasthan
TXN001754,INV00086,SCH031,SIP,2000.0,2025-01-31,Verified,Rajasthan
TXN001755,INV00086,SCH031,SIP,2000.0,2025-03-02,Verified,Rajasthan
TXN001756,INV00086,SCH031,SIP,2000.0,2025-04-01,Pending,Rajasthan
TXN001757,INV00086,SCH031,SIP,2000.0,2025-05-01,Verified,Rajasthan
TXN001758,INV00086,SCH031,SIP,2000.0,2025-05-31,Verified,Rajasthan
TXN001759,INV00086,SCH031,SIP,2000.0,2025-06-30,Verified,Rajasthan
TXN001760,INV00086,SCH031,SIP,2000.0,2025-07-30,Verified,Rajasthan
TXN001761,INV00086,SCH031,SIP,2000.0,2025-08-29,Verified,Rajasthan
TXN001762,INV00086,SCH031,SIP,2000.0,2025-09-28,Pending,Rajasthan
TXN001763,INV00086,SCH031,SIP,2000.0,2025-10-28,Verified,Rajasthan
TXN001764,INV00086,SCH031,SIP,2000.0,2025-11-27,Verified,Rajasthan
TXN001765,INV00086,SCH031,SIP,2000.0,2025-12-27,Verified,Rajasthan
TXN001766,INV00086,SCH031,SIP,2000.0,2026-01-26,Verified,Rajasthan
TXN001767,INV00086,SCH031,SIP,2000.0,2026-02-25,Verified,Rajasthan
TXN001768,INV00086,SCH031,SIP,2000.0,2026-03-27,Verified,Rajasthan
TXN001769,INV00086,SCH031,SIP,2000.0,2026-04-26,Verified,Rajasthan
TXN001770,INV00086,SCH031,SIP,2000.0,2026-05-26,Failed,Rajasthan
TXN001771,INV00087,SCH039,SIP,1000.0,2023-02-01,Verified,Punjab
TXN001772,INV00087,SCH039,SIP,1000.0,2023-03-03,Verified,Punjab
TXN001773,INV00087,SCH039,SIP,1000.0,2023-04-02,Verified,Punjab
TXN001774,INV00087,SCH039,SIP,1000.0,2023-05-02,Pending,Punjab
TXN001775,INV00087,SCH039,SIP,1000.0,2023-06-01,Verified,Punjab
TXN001776,INV00087,SCH039,SIP,1000.0,2023-07-01,Verified,Punjab
TXN001777,INV00087,SCH039,SIP,1000.0,2023-07-31,Verified,Punjab
TXN001778,INV00087,SCH039,SIP,1000.0,2023-08-30,Verified,Punjab
TXN001779,INV00087,SCH039,SIP,1000.0,2023-09-29,Verified,Punjab
TXN001780,INV00087,SCH039,SIP,1000.0,2023-10-29,Verified,Punjab
TXN001781,INV00087,SCH039,SIP,1000.0,2023-11-28,Verified,Punjab
TXN001782,INV00087,SCH039,SIP,1000.0,2023-12-28,Pending,Punjab
TXN001783,INV00087,SCH039,SIP,1000.0,2024-01-27,Verified,Punjab
TXN001784,INV00087,SCH039,SIP,1000.0,2024-02-26,Pending,Punjab
TXN001785,INV00087,SCH039,SIP,1000.0,2024-03-27,Verified,Punjab
TXN001786,INV00087,SCH039,SIP,1000.0,2024-04-26,Verified,Punjab
TXN001787,INV00087,SCH039,SIP,1000.0,2024-05-26,Verified,Punjab
TXN001788,INV00087,SCH039,SIP,1000.0,2024-06-25,Verified,Punjab
TXN001789,INV00087,SCH039,SIP,1000.0,2024-07-25,Verified,Punjab
TXN001790,INV00087,SCH039,SIP,1000.0,2024-08-24,Pending,Punjab
TXN001791,INV00087,SCH039,SIP,1000.0,2024-09-23,Verified,Punjab
TXN001792,INV00087,SCH039,SIP,1000.0,2024-10-23,Verified,Punjab
TXN001793,INV00087,SCH039,SIP,1000.0,2024-11-22,Verified,Punjab
TXN001794,INV00087,SCH039,SIP,1000.0,2024-12-22,Verified,Punjab
TXN001795,INV00087,SCH039,SIP,1000.0,2025-01-21,Verified,Punjab
TXN001796,INV00087,SCH039,SIP,1000.0,2025-02-20,Verified,Punjab
TXN001797,INV00087,SCH039,SIP,1000.0,2025-03-22,Verified,Punjab
TXN001798,INV00087,SCH039,SIP,1000.0,2025-04-21,Verified,Punjab
TXN001799,INV00087,SCH039,SIP,1000.0,2025-05-21,Verified,Punjab
TXN001800,INV00087,SCH039,SIP,1000.0,2025-06-20,Verified,Punjab
TXN001801,INV00087,SCH039,SIP,1000.0,2025-07-20,Verified,Punjab
TXN001802,INV00087,SCH039,SIP,1000.0,2025-08-19,Verified,Punjab
TXN001803,INV00087,SCH039,SIP,1000.0,2025-09-18,Verified,Punjab
TXN001804,INV00087,SCH039,SIP,1000.0,2025-10-18,Pending,Punjab
TXN001805,INV00087,SCH039,SIP,1000.0,2025-11-17,Verified,Punjab
TXN001806,INV00087,SCH039,SIP,1000.0,2025-12-17,Failed,Punjab
TXN001807,INV00087,SCH039,SIP,1000.0,2026-01-16,Verified,Punjab
TXN001808,INV00087,SCH039,SIP,1000.0,2026-02-15,Verified,Punjab
TXN001809,INV00087,SCH039,SIP,1000.0,2026-03-17,Verified,Punjab
TXN001810,INV00087,SCH039,SIP,1000.0,2026-04-16,Verified,Punjab
TXN001811,INV00087,SCH039,SIP,1000.0,2026-05-16,Pending,Punjab
TXN001812,INV00087,SCH039,SIP,1000.0,2026-06-15,Verified,Punjab
TXN001813,INV00088,SCH039,SIP,20000.0,2022-12-01,Failed,Haryana
TXN001814,INV00088,SCH039,SIP,20000.0,2022-12-31,Verified,Haryana
TXN001815,INV00088,SCH039,SIP,20000.0,2023-01-30,Verified,Haryana
TXN001816,INV00088,SCH039,SIP,20000.0,2023-03-01,Verified,Haryana
TXN001817,INV00088,SCH039,SIP,20000.0,2023-03-31,Verified,Haryana
TXN001818,INV00088,SCH039,SIP,20000.0,2023-04-30,Verified,Haryana
TXN001819,INV00088,SCH039,SIP,20000.0,2023-05-30,Failed,Haryana
TXN001820,INV00088,SCH039,SIP,20000.0,2023-06-29,Verified,Haryana
TXN001821,INV00088,SCH039,SIP,20000.0,2023-07-29,Failed,Haryana
TXN001822,INV00088,SCH039,SIP,20000.0,2023-08-28,Pending,Haryana
TXN001823,INV00088,SCH039,SIP,20000.0,2023-09-27,Pending,Haryana
TXN001824,INV00088,SCH039,SIP,20000.0,2023-10-27,Verified,Haryana
TXN001825,INV00088,SCH039,SIP,20000.0,2023-11-26,Verified,Haryana
TXN001826,INV00088,SCH039,SIP,20000.0,2023-12-26,Verified,Haryana
TXN001827,INV00088,SCH039,SIP,20000.0,2024-01-25,Pending,Haryana
TXN001828,INV00088,SCH039,SIP,20000.0,2024-02-24,Verified,Haryana
TXN001829,INV00088,SCH039,SIP,20000.0,2024-03-25,Verified,Haryana
TXN001830,INV00088,SCH039,SIP,20000.0,2024-04-24,Verified,Haryana
TXN001831,INV00088,SCH039,SIP,20000.0,2024-05-24,Verified,Haryana
TXN001832,INV00088,SCH039,SIP,20000.0,2024-06-23,Verified,Haryana
TXN001833,INV00088,SCH039,SIP,20000.0,2024-07-23,Verified,Haryana
TXN001834,INV00088,SCH039,SIP,20000.0,2024-08-22,Verified,Haryana
TXN001835,INV00088,SCH039,SIP,20000.0,2024-09-21,Verified,Haryana
TXN001836,INV00088,SCH039,SIP,20000.0,2024-10-21,Pending,Haryana
TXN001837,INV00088,SCH039,SIP,20000.0,2024-11-20,Verified,Haryana
TXN001838,INV00088,SCH039,SIP,20000.0,2024-12-20,Verified,Haryana
TXN001839,INV00088,SCH039,SIP,20000.0,2025-01-19,Verified,Haryana
TXN001840,INV00088,SCH039,SIP,20000.0,2025-02-18,Verified,Haryana
TXN001841,INV00088,SCH039,SIP,20000.0,2025-03-20,Pending,Haryana
TXN001842,INV00088,SCH039,SIP,20000.0,2025-04-19,Verified,Haryana
TXN001843,INV00088,SCH039,SIP,20000.0,2025-05-19,Verified,Haryana
TXN001844,INV00088,SCH039,SIP,20000.0,2025-06-18,Verified,Haryana
TXN001845,INV00088,SCH039,SIP,20000.0,2025-07-18,Verified,Haryana
TXN001846,INV00088,SCH039,SIP,20000.0,2025-08-17,Pending,Haryana
TXN001847,INV00088,SCH039,SIP,20000.0,2025-09-16,Verified,Haryana
TXN001848,INV00088,SCH039,SIP,20000.0,2025-10-16,Verified,Haryana
TXN001849,INV00088,SCH039,SIP,20000.0,2025-11-15,Verified,Haryana
TXN001850,INV00088,SCH039,SIP,20000.0,2025-12-15,Verified,Haryana
TXN001851,INV00088,SCH039,SIP,20000.0,2026-01-14,Verified,Haryana
TXN001852,INV00088,SCH039,SIP,20000.0,2026-02-13,Verified,Haryana
TXN001853,INV00088,SCH039,SIP,20000.0,2026-03-15,Pending,Haryana
TXN001854,INV00088,SCH039,SIP,20000.0,2026-04-14,Verified,Haryana
TXN001855,INV00088,SCH039,SIP,20000.0,2026-05-14,Pending,Haryana
TXN001856,INV00088,SCH039,SIP,20000.0,2026-06-13,Verified,Haryana
TXN001857,INV00089,SCH010,SIP,1000.0,2024-09-01,Verified,Karnataka
TXN001858,INV00089,SCH010,SIP,1000.0,2024-10-01,Verified,Karnataka
TXN001859,INV00089,SCH010,SIP,1000.0,2024-10-31,Verified,Karnataka
TXN001860,INV00089,SCH010,SIP,1000.0,2024-11-30,Verified,Karnataka
TXN001861,INV00089,SCH010,SIP,1000.0,2024-12-30,Verified,Karnataka
TXN001862,INV00089,SCH010,SIP,1000.0,2025-01-29,Verified,Karnataka
TXN001863,INV00089,SCH010,SIP,1000.0,2025-02-28,Verified,Karnataka
TXN001864,INV00089,SCH010,SIP,1000.0,2025-03-30,Pending,Karnataka
