amfi_code,scheme_name,date,nav
SCH011,Equity Mid Cap Fund 011,2023-12-09,92.0454
SCH011,Equity Mid Cap Fund 011,2023-12-10,91.901
SCH011,Equity Mid Cap Fund 011,2023-12-11,90.5497
SCH011,Equity Mid Cap Fund 011,2023-12-12,91.6382
SCH011,Equity Mid Cap Fund 011,2023-12-13,92.5059
SCH011,Equity Mid Cap Fund 011,2023-12-14,92.0575
SCH011,Equity Mid Cap Fund 011,2023-12-15,93.3183
SCH011,Equity Mid Cap Fund 011,2023-12-16,94.7548
SCH011,Equity Mid Cap Fund 011,2023-12-17,94.7328
SCH011,Equity Mid Cap Fund 011,2023-12-18,94.3911
SCH011,Equity Mid Cap Fund 011,2023-12-19,96.6089
SCH011,Equity Mid Cap Fund 011,2023-12-20,97.3926
SCH011,Equity Mid Cap Fund 011,2023-12-21,97.7299
SCH011,Equity Mid Cap Fund 011,2023-12-22,99.1504
SCH011,Equity Mid Cap Fund 011,2023-12-23,99.539
SCH011,Equity Mid Cap Fund 011,2023-12-24,99.1253
SCH011,Equity Mid Cap Fund 011,2023-12-25,99.294
SCH011,Equity Mid Cap Fund 011,2023-12-26,100.4147
SCH011,Equity Mid Cap Fund 011,2023-12-27,98.5046
SCH011,Equity Mid Cap Fund 011,2023-12-28,98.3096
SCH011,Equity Mid Cap Fund 011,2023-12-29,99.7577
SCH011,Equity Mid Cap Fund 011,2023-12-30,99.3369
SCH011,Equity Mid Cap Fund 011,2023-12-31,100.9621
SCH011,Equity Mid Cap Fund 011,2024-01-01,102.6963
SCH011,Equity Mid Cap Fund 011,2024-01-02,102.6361
SCH011,Equity Mid Cap Fund 011,2024-01-03,101.9564
SCH011,Equity Mid Cap Fund 011,2024-01-04,101.6252
SCH011,Equity Mid Cap Fund 011,2024-01-05,104.8951
SCH011,Equity Mid Cap Fund 011,2024-01-06,107.2755
SCH011,Equity Mid Cap Fund 011,2024-01-07,107.4583
SCH011,Equity Mid Cap Fund 011,2024-01-08,106.6956
SCH011,Equity Mid Cap Fund 011,2024-01-09,106.8668
SCH011,Equity Mid Cap Fund 011,2024-01-10,107.2009
SCH011,Equity Mid Cap Fund 011,2024-01-11,105.6228
SCH011,Equity Mid Cap Fund 011,2024-01-12,105.7454
SCH011,Equity Mid Cap Fund 011,2024-01-13,107.4446
SCH011,Equity Mid Cap Fund 011,2024-01-14,105.1461
SCH011,Equity Mid Cap Fund 011,2024-01-15,106.2101
SCH011,Equity Mid Cap Fund 011,2024-01-16,107.9836
SCH011,Equity Mid Cap Fund 011,2024-01-17,107.2788
SCH011,Equity Mid Cap Fund 011,2024-01-18,109.4812
SCH011,Equity Mid Cap Fund 011,2024-01-19,108.5962
SCH011,Equity Mid Cap Fund 011,2024-01-20,109.1927
SCH011,Equity Mid Cap Fund 011,2024-01-21,108.8126
SCH011,Equity Mid Cap Fund 011,2024-01-22,108.4335
SCH011,Equity Mid Cap Fund 011,2024-01-23,107.6519
SCH011,Equity Mid Cap Fund 011,2024-01-24,108.5759
SCH011,Equity Mid Cap Fund 011,2024-01-25,109.7035
SCH011,Equity Mid Cap Fund 011,2024-01-26,109.6407
SCH011,Equity Mid Cap Fund 011,2024-01-27,107.8733
SCH011,Equity Mid Cap Fund 011,2024-01-28,108.4168
SCH011,Equity Mid Cap Fund 011,2024-01-29,108.9875
SCH011,Equity Mid Cap Fund 011,2024-01-30,108.7258
SCH011,Equity Mid Cap Fund 011,2024-01-31,111.1838
SCH011,Equity Mid Cap Fund 011,2024-02-01,109.1194
SCH011,Equity Mid Cap Fund 011,2024-02-02,106.2379
SCH011,Equity Mid Cap Fund 011,2024-02-03,105.3274
SCH011,Equity Mid Cap Fund 011,2024-02-04,106.2464
SCH011,Equity Mid Cap Fund 011,2024-02-05,104.9215
SCH011,Equity Mid Cap Fund 011,2024-02-06,103.7074
SCH011,Equity Mid Cap Fund 011,2024-02-07,104.9116
SCH011,Equity Mid Cap Fund 011,2024-02-08,105.5149
SCH011,Equity Mid Cap Fund 011,2024-02-09,106.0135
SCH011,Equity Mid Cap Fund 011,2024-02-10,107.0288
SCH011,Equity Mid Cap Fund 011,2024-02-11,106.5041
SCH011,Equity Mid Cap Fund 011,2024-02-12,106.041
SCH011,Equity Mid Cap Fund 011,2024-02-13,107.0927
SCH011,Equity Mid Cap Fund 011,2024-02-14,105.3858
SCH011,Equity Mid Cap Fund 011,2024-02-15,102.6971
SCH011,Equity Mid Cap Fund 011,2024-02-16,102.1837
SCH011,Equity Mid Cap Fund 011,2024-02-17,103.3456
SCH011,Equity Mid Cap Fund 011,2024-02-18,103.6832
SCH011,Equity Mid Cap Fund 011,2024-02-19,104.7705
SCH011,Equity Mid Cap Fund 011,2024-02-20,102.2565
SCH011,Equity Mid Cap Fund 011,2024-02-21,102.6641
SCH011,Equity Mid Cap Fund 011,2024-02-22,103.4902
SCH011,Equity Mid Cap Fund 011,2024-02-23,101.8333
SCH011,Equity Mid Cap Fund 011,2024-02-24,102.9071
SCH011,Equity Mid Cap Fund 011,2024-02-25,102.79
SCH011,Equity Mid Cap Fund 011,2024-02-26,106.599
SCH011,Equity Mid Cap Fund 011,2024-02-27,103.8352
SCH011,Equity Mid Cap Fund 011,2024-02-28,105.5619
SCH011,Equity Mid Cap Fund 011,2024-02-29,105.0838
SCH011,Equity Mid Cap Fund 011,2024-03-01,103.0655
SCH011,Equity Mid Cap Fund 011,2024-03-02,102.4344
SCH011,Equity Mid Cap Fund 011,2024-03-03,102.796
SCH011,Equity Mid Cap Fund 011,2024-03-04,104.0963
SCH011,Equity Mid Cap Fund 011,2024-03-05,106.2681
SCH011,Equity Mid Cap Fund 011,2024-03-06,108.1026
SCH011,Equity Mid Cap Fund 011,2024-03-07,106.8719
SCH011,Equity Mid Cap Fund 011,2024-03-08,108.3427
SCH011,Equity Mid Cap Fund 011,2024-03-09,108.8731
SCH011,Equity Mid Cap Fund 011,2024-03-10,108.0396
SCH011,Equity Mid Cap Fund 011,2024-03-11,107.7865
SCH011,Equity Mid Cap Fund 011,2024-03-12,106.8899
SCH011,Equity Mid Cap Fund 011,2024-03-13,106.9589
SCH011,Equity Mid Cap Fund 011,2024-03-14,106.0437
SCH011,Equity Mid Cap Fund 011,2024-03-15,104.7568
SCH011,Equity Mid Cap Fund 011,2024-03-16,105.38
SCH011,Equity Mid Cap Fund 011,2024-03-17,106.1962
SCH011,Equity Mid Cap Fund 011,2024-03-18,105.9784
SCH011,Equity Mid Cap Fund 011,2024-03-19,107.7388
SCH011,Equity Mid Cap Fund 011,2024-03-20,107.4237
SCH011,Equity Mid Cap Fund 011,2024-03-21,107.0549
SCH011,Equity Mid Cap Fund 011,2024-03-22,107.9248
SCH011,Equity Mid Cap Fund 011,2024-03-23,107.7749
SCH011,Equity Mid Cap Fund 011,2024-03-24,107.9061
SCH011,Equity Mid Cap Fund 011,2024-03-25,104.664
SCH011,Equity Mid Cap Fund 011,2024-03-26,104.7059
SCH011,Equity Mid Cap Fund 011,2024-03-27,102.4311
SCH011,Equity Mid Cap Fund 011,2024-03-28,100.9508
SCH011,Equity Mid Cap Fund 011,2024-03-29,99.3534
SCH011,Equity Mid Cap Fund 011,2024-03-30,98.1302
SCH011,Equity Mid Cap Fund 011,2024-03-31,97.5035
SCH011,Equity Mid Cap Fund 011,2024-04-01,96.9538
SCH011,Equity Mid Cap Fund 011,2024-04-02,97.7461
SCH011,Equity Mid Cap Fund 011,2024-04-03,98.0265
SCH011,Equity Mid Cap Fund 011,2024-04-04,95.8098
SCH011,Equity Mid Cap Fund 011,2024-04-05,95.9247
SCH011,Equity Mid Cap Fund 011,2024-04-06,96.3102
SCH011,Equity Mid Cap Fund 011,2024-04-07,95.9498
SCH011,Equity Mid Cap Fund 011,2024-04-08,95.8989
SCH011,Equity Mid Cap Fund 011,2024-04-09,96.1371
SCH011,Equity Mid Cap Fund 011,2024-04-10,97.0384
SCH011,Equity Mid Cap Fund 011,2024-04-11,95.2239
SCH011,Equity Mid Cap Fund 011,2024-04-12,94.9637
SCH011,Equity Mid Cap Fund 011,2024-04-13,96.7016
SCH011,Equity Mid Cap Fund 011,2024-04-14,98.3648
SCH011,Equity Mid Cap Fund 011,2024-04-15,99.3889
SCH011,Equity Mid Cap Fund 011,2024-04-16,100.0491
SCH011,Equity Mid Cap Fund 011,2024-04-17,102.0556
SCH011,Equity Mid Cap Fund 011,2024-04-18,104.4248
SCH011,Equity Mid Cap Fund 011,2024-04-19,104.2839
SCH011,Equity Mid Cap Fund 011,2024-04-20,103.0916
SCH011,Equity Mid Cap Fund 011,2024-04-21,102.7778
SCH011,Equity Mid Cap Fund 011,2024-04-22,106.6177
SCH011,Equity Mid Cap Fund 011,2024-04-23,104.6311
SCH011,Equity Mid Cap Fund 011,2024-04-24,104.0613
SCH011,Equity Mid Cap Fund 011,2024-04-25,102.318
SCH011,Equity Mid Cap Fund 011,2024-04-26,102.4916
SCH011,Equity Mid Cap Fund 011,2024-04-27,101.0329
SCH011,Equity Mid Cap Fund 011,2024-04-28,100.9213
SCH011,Equity Mid Cap Fund 011,2024-04-29,98.5798
SCH011,Equity Mid Cap Fund 011,2024-04-30,99.3302
SCH011,Equity Mid Cap Fund 011,2024-05-01,100.6083
SCH011,Equity Mid Cap Fund 011,2024-05-02,99.9637
SCH011,Equity Mid Cap Fund 011,2024-05-03,99.6217
SCH011,Equity Mid Cap Fund 011,2024-05-04,99.247
SCH011,Equity Mid Cap Fund 011,2024-05-05,99.2838
SCH011,Equity Mid Cap Fund 011,2024-05-06,99.0596
SCH011,Equity Mid Cap Fund 011,2024-05-07,99.7944
SCH011,Equity Mid Cap Fund 011,2024-05-08,101.0914
SCH011,Equity Mid Cap Fund 011,2024-05-09,99.9219
SCH011,Equity Mid Cap Fund 011,2024-05-10,99.3711
SCH011,Equity Mid Cap Fund 011,2024-05-11,100.2674
SCH011,Equity Mid Cap Fund 011,2024-05-12,98.3763
SCH011,Equity Mid Cap Fund 011,2024-05-13,95.8728
SCH011,Equity Mid Cap Fund 011,2024-05-14,95.9606
SCH011,Equity Mid Cap Fund 011,2024-05-15,96.3594
SCH011,Equity Mid Cap Fund 011,2024-05-16,95.3508
SCH011,Equity Mid Cap Fund 011,2024-05-17,94.517
SCH011,Equity Mid Cap Fund 011,2024-05-18,93.4847
SCH011,Equity Mid Cap Fund 011,2024-05-19,92.3439
SCH011,Equity Mid Cap Fund 011,2024-05-20,92.9462
SCH011,Equity Mid Cap Fund 011,2024-05-21,91.4622
SCH011,Equity Mid Cap Fund 011,2024-05-22,91.0061
SCH011,Equity Mid Cap Fund 011,2024-05-23,89.8536
SCH011,Equity Mid Cap Fund 011,2024-05-24,88.1227
SCH011,Equity Mid Cap Fund 011,2024-05-25,88.8843
SCH011,Equity Mid Cap Fund 011,2024-05-26,88.1698
SCH011,Equity Mid Cap Fund 011,2024-05-27,88.2105
SCH011,Equity Mid Cap Fund 011,2024-05-28,86.4554
SCH011,Equity Mid Cap Fund 011,2024-05-29,85.53
SCH011,Equity Mid Cap Fund 011,2024-05-30,86.1521
SCH011,Equity Mid Cap Fund 011,2024-05-31,88.6718
SCH011,Equity Mid Cap Fund 011,2024-06-01,86.4094
SCH011,Equity Mid Cap Fund 011,2024-06-02,86.0453
SCH011,Equity Mid Cap Fund 011,2024-06-03,86.3161
SCH011,Equity Mid Cap Fund 011,2024-06-04,85.5226
SCH011,Equity Mid Cap Fund 011,2024-06-05,86.2405
SCH011,Equity Mid Cap Fund 011,2024-06-06,85.1883
SCH011,Equity Mid Cap Fund 011,2024-06-07,85.1923
SCH011,Equity Mid Cap Fund 011,2024-06-08,84.5052
SCH011,Equity Mid Cap Fund 011,2024-06-09,85.5897
SCH011,Equity Mid Cap Fund 011,2024-06-10,84.7409
SCH011,Equity Mid Cap Fund 011,2024-06-11,84.2306
SCH011,Equity Mid Cap Fund 011,2024-06-12,85.0348
SCH011,Equity Mid Cap Fund 011,2024-06-13,83.8327
SCH011,Equity Mid Cap Fund 011,2024-06-14,83.751
SCH011,Equity Mid Cap Fund 011,2024-06-15,81.7686
SCH011,Equity Mid Cap Fund 011,2024-06-16,80.5539
SCH011,Equity Mid Cap Fund 011,2024-06-17,80.7783
SCH011,Equity Mid Cap Fund 011,2024-06-18,79.6726
SCH011,Equity Mid Cap Fund 011,2024-06-19,79.0085
SCH011,Equity Mid Cap Fund 011,2024-06-20,79.3338
SCH011,Equity Mid Cap Fund 011,2024-06-21,78.6396
SCH011,Equity Mid Cap Fund 011,2024-06-22,79.2745
SCH011,Equity Mid Cap Fund 011,2024-06-23,79.337
SCH011,Equity Mid Cap Fund 011,2024-06-24,79.609
SCH011,Equity Mid Cap Fund 011,2024-06-25,80.6512
SCH011,Equity Mid Cap Fund 011,2024-06-26,80.8155
SCH011,Equity Mid Cap Fund 011,2024-06-27,82.1624
SCH011,Equity Mid Cap Fund 011,2024-06-28,82.913
SCH011,Equity Mid Cap Fund 011,2024-06-29,82.2429
SCH011,Equity Mid Cap Fund 011,2024-06-30,83.3711
SCH011,Equity Mid Cap Fund 011,2024-07-01,83.485
SCH011,Equity Mid Cap Fund 011,2024-07-02,82.9394
SCH011,Equity Mid Cap Fund 011,2024-07-03,83.0672
SCH011,Equity Mid Cap Fund 011,2024-07-04,84.0264
SCH011,Equity Mid Cap Fund 011,2024-07-05,84.334
SCH011,Equity Mid Cap Fund 011,2024-07-06,86.0265
SCH011,Equity Mid Cap Fund 011,2024-07-07,86.9933
SCH011,Equity Mid Cap Fund 011,2024-07-08,87.3828
SCH011,Equity Mid Cap Fund 011,2024-07-09,86.1496
SCH011,Equity Mid Cap Fund 011,2024-07-10,85.8087
SCH011,Equity Mid Cap Fund 011,2024-07-11,85.7281
SCH011,Equity Mid Cap Fund 011,2024-07-12,86.2904
SCH011,Equity Mid Cap Fund 011,2024-07-13,86.795
SCH011,Equity Mid Cap Fund 011,2024-07-14,86.8154
SCH011,Equity Mid Cap Fund 011,2024-07-15,86.7845
SCH011,Equity Mid Cap Fund 011,2024-07-16,87.3786
SCH011,Equity Mid Cap Fund 011,2024-07-17,86.321
SCH011,Equity Mid Cap Fund 011,2024-07-18,87.9219
SCH011,Equity Mid Cap Fund 011,2024-07-19,85.6038
SCH011,Equity Mid Cap Fund 011,2024-07-20,86.9448
SCH011,Equity Mid Cap Fund 011,2024-07-21,86.7411
SCH011,Equity Mid Cap Fund 011,2024-07-22,87.6286
SCH011,Equity Mid Cap Fund 011,2024-07-23,87.8534
SCH011,Equity Mid Cap Fund 011,2024-07-24,88.0601
SCH011,Equity Mid Cap Fund 011,2024-07-25,88.4873
SCH011,Equity Mid Cap Fund 011,2024-07-26,89.1871
SCH011,Equity Mid Cap Fund 011,2024-07-27,88.6746
SCH011,Equity Mid Cap Fund 011,2024-07-28,89.6161
SCH011,Equity Mid Cap Fund 011,2024-07-29,88.2886
SCH011,Equity Mid Cap Fund 011,2024-07-30,88.124
SCH011,Equity Mid Cap Fund 011,2024-07-31,88.8494
SCH011,Equity Mid Cap Fund 011,2024-08-01,89.7504
SCH011,Equity Mid Cap Fund 011,2024-08-02,90.0851
SCH011,Equity Mid Cap Fund 011,2024-08-03,89.4977
SCH011,Equity Mid Cap Fund 011,2024-08-04,90.2996
SCH011,Equity Mid Cap Fund 011,2024-08-05,89.4118
SCH011,Equity Mid Cap Fund 011,2024-08-06,91.13
SCH011,Equity Mid Cap Fund 011,2024-08-07,90.8734
SCH011,Equity Mid Cap Fund 011,2024-08-08,89.0309
SCH011,Equity Mid Cap Fund 011,2024-08-09,87.5942
SCH011,Equity Mid Cap Fund 011,2024-08-10,87.4824
SCH011,Equity Mid Cap Fund 011,2024-08-11,87.4718
SCH011,Equity Mid Cap Fund 011,2024-08-12,89.3818
SCH011,Equity Mid Cap Fund 011,2024-08-13,88.107
SCH011,Equity Mid Cap Fund 011,2024-08-14,87.9902
SCH011,Equity Mid Cap Fund 011,2024-08-15,86.7132
SCH011,Equity Mid Cap Fund 011,2024-08-16,86.0444
SCH011,Equity Mid Cap Fund 011,2024-08-17,87.6283
SCH011,Equity Mid Cap Fund 011,2024-08-18,86.2757
SCH011,Equity Mid Cap Fund 011,2024-08-19,86.7281
SCH011,Equity Mid Cap Fund 011,2024-08-20,86.981
SCH011,Equity Mid Cap Fund 011,2024-08-21,86.7992
SCH011,Equity Mid Cap Fund 011,2024-08-22,87.184
SCH011,Equity Mid Cap Fund 011,2024-08-23,85.8134
SCH011,Equity Mid Cap Fund 011,2024-08-24,87.3646
SCH011,Equity Mid Cap Fund 011,2024-08-25,89.2253
SCH011,Equity Mid Cap Fund 011,2024-08-26,89.1151
SCH011,Equity Mid Cap Fund 011,2024-08-27,91.5459
SCH011,Equity Mid Cap Fund 011,2024-08-28,90.9428
SCH011,Equity Mid Cap Fund 011,2024-08-29,91.2161
SCH011,Equity Mid Cap Fund 011,2024-08-30,92.6192
SCH011,Equity Mid Cap Fund 011,2024-08-31,91.9424
SCH011,Equity Mid Cap Fund 011,2024-09-01,90.4365
SCH011,Equity Mid Cap Fund 011,2024-09-02,88.7055
SCH011,Equity Mid Cap Fund 011,2024-09-03,90.9169
SCH011,Equity Mid Cap Fund 011,2024-09-04,90.3579
SCH011,Equity Mid Cap Fund 011,2024-09-05,90.1746
SCH011,Equity Mid Cap Fund 011,2024-09-06,88.9885
SCH011,Equity Mid Cap Fund 011,2024-09-07,90.019
SCH011,Equity Mid Cap Fund 011,2024-09-08,89.1927
SCH011,Equity Mid Cap Fund 011,2024-09-09,88.6848
SCH011,Equity Mid Cap Fund 011,2024-09-10,89.0212
SCH011,Equity Mid Cap Fund 011,2024-09-11,87.9024
SCH011,Equity Mid Cap Fund 011,2024-09-12,87.7316
SCH011,Equity Mid Cap Fund 011,2024-09-13,89.2254
SCH011,Equity Mid Cap Fund 011,2024-09-14,89.7017
SCH011,Equity Mid Cap Fund 011,2024-09-15,89.8602
SCH011,Equity Mid Cap Fund 011,2024-09-16,90.1099
SCH011,Equity Mid Cap Fund 011,2024-09-17,89.7071
SCH011,Equity Mid Cap Fund 011,2024-09-18,91.8739
SCH011,Equity Mid Cap Fund 011,2024-09-19,90.9969
SCH011,Equity Mid Cap Fund 011,2024-09-20,91.2454
SCH011,Equity Mid Cap Fund 011,2024-09-21,91.3896
SCH011,Equity Mid Cap Fund 011,2024-09-22,92.5141
SCH011,Equity Mid Cap Fund 011,2024-09-23,93.7573
SCH011,Equity Mid Cap Fund 011,2024-09-24,93.7401
SCH011,Equity Mid Cap Fund 011,2024-09-25,94.0858
SCH011,Equity Mid Cap Fund 011,2024-09-26,94.4755
SCH011,Equity Mid Cap Fund 011,2024-09-27,91.9185
SCH011,Equity Mid Cap Fund 011,2024-09-28,90.1842
SCH011,Equity Mid Cap Fund 011,2024-09-29,89.5474
SCH011,Equity Mid Cap Fund 011,2024-09-30,88.9618
SCH011,Equity Mid Cap Fund 011,2024-10-01,87.6993
SCH011,Equity Mid Cap Fund 011,2024-10-02,88.5057
SCH011,Equity Mid Cap Fund 011,2024-10-03,88.5257
SCH011,Equity Mid Cap Fund 011,2024-10-04,88.3153
SCH011,Equity Mid Cap Fund 011,2024-10-05,87.0017
SCH011,Equity Mid Cap Fund 011,2024-10-06,86.9726
SCH011,Equity Mid Cap Fund 011,2024-10-07,84.2486
SCH011,Equity Mid Cap Fund 011,2024-10-08,84.1007
SCH011,Equity Mid Cap Fund 011,2024-10-09,84.1813
SCH011,Equity Mid Cap Fund 011,2024-10-10,84.4425
SCH011,Equity Mid Cap Fund 011,2024-10-11,82.8745
SCH011,Equity Mid Cap Fund 011,2024-10-12,83.1147
SCH011,Equity Mid Cap Fund 011,2024-10-13,82.0926
SCH011,Equity Mid Cap Fund 011,2024-10-14,81.3086
SCH011,Equity Mid Cap Fund 011,2024-10-15,82.0254
SCH011,Equity Mid Cap Fund 011,2024-10-16,84.0243
SCH011,Equity Mid Cap Fund 011,2024-10-17,84.0929
SCH011,Equity Mid Cap Fund 011,2024-10-18,83.2851
SCH011,Equity Mid Cap Fund 011,2024-10-19,83.4904
SCH011,Equity Mid Cap Fund 011,2024-10-20,84.4479
SCH011,Equity Mid Cap Fund 011,2024-10-21,85.0941
SCH011,Equity Mid Cap Fund 011,2024-10-22,87.9121
SCH011,Equity Mid Cap Fund 011,2024-10-23,87.1751
SCH011,Equity Mid Cap Fund 011,2024-10-24,87.4564
SCH011,Equity Mid Cap Fund 011,2024-10-25,89.0994
SCH011,Equity Mid Cap Fund 011,2024-10-26,90.7062
SCH011,Equity Mid Cap Fund 011,2024-10-27,88.6018
SCH011,Equity Mid Cap Fund 011,2024-10-28,88.6159
SCH011,Equity Mid Cap Fund 011,2024-10-29,90.2123
SCH011,Equity Mid Cap Fund 011,2024-10-30,93.3596
SCH011,Equity Mid Cap Fund 011,2024-10-31,94.1667
SCH011,Equity Mid Cap Fund 011,2024-11-01,93.7699
SCH011,Equity Mid Cap Fund 011,2024-11-02,92.653
SCH011,Equity Mid Cap Fund 011,2024-11-03,95.1384
SCH011,Equity Mid Cap Fund 011,2024-11-04,95.9894
SCH011,Equity Mid Cap Fund 011,2024-11-05,95.0318
SCH011,Equity Mid Cap Fund 011,2024-11-06,94.8191
SCH011,Equity Mid Cap Fund 011,2024-11-07,95.191
SCH011,Equity Mid Cap Fund 011,2024-11-08,95.8312
SCH011,Equity Mid Cap Fund 011,2024-11-09,94.8158
SCH011,Equity Mid Cap Fund 011,2024-11-10,94.136
SCH011,Equity Mid Cap Fund 011,2024-11-11,92.2876
SCH011,Equity Mid Cap Fund 011,2024-11-12,93.4576
SCH011,Equity Mid Cap Fund 011,2024-11-13,93.0931
SCH011,Equity Mid Cap Fund 011,2024-11-14,93.6327
SCH011,Equity Mid Cap Fund 011,2024-11-15,95.2494
SCH011,Equity Mid Cap Fund 011,2024-11-16,95.5198
SCH011,Equity Mid Cap Fund 011,2024-11-17,95.4094
SCH011,Equity Mid Cap Fund 011,2024-11-18,95.6505
SCH011,Equity Mid Cap Fund 011,2024-11-19,95.7422
SCH011,Equity Mid Cap Fund 011,2024-11-20,97.1931
SCH011,Equity Mid Cap Fund 011,2024-11-21,97.575
SCH011,Equity Mid Cap Fund 011,2024-11-22,96.9571
SCH011,Equity Mid Cap Fund 011,2024-11-23,98.1957
SCH011,Equity Mid Cap Fund 011,2024-11-24,99.6652
SCH011,Equity Mid Cap Fund 011,2024-11-25,98.0845
SCH011,Equity Mid Cap Fund 011,2024-11-26,99.9083
SCH011,Equity Mid Cap Fund 011,2024-11-27,100.3655
SCH011,Equity Mid Cap Fund 011,2024-11-28,100.7267
SCH011,Equity Mid Cap Fund 011,2024-11-29,101.9636
SCH011,Equity Mid Cap Fund 011,2024-11-30,101.2903
SCH011,Equity Mid Cap Fund 011,2024-12-01,102.4703
SCH011,Equity Mid Cap Fund 011,2024-12-02,102.0275
SCH011,Equity Mid Cap Fund 011,2024-12-03,100.2421
SCH011,Equity Mid Cap Fund 011,2024-12-04,99.0619
SCH011,Equity Mid Cap Fund 011,2024-12-05,99.7558
SCH011,Equity Mid Cap Fund 011,2024-12-06,98.6439
SCH011,Equity Mid Cap Fund 011,2024-12-07,100.5696
SCH011,Equity Mid Cap Fund 011,2024-12-08,102.0249
SCH011,Equity Mid Cap Fund 011,2024-12-09,103.6779
SCH011,Equity Mid Cap Fund 011,2024-12-10,103.8539
SCH011,Equity Mid Cap Fund 011,2024-12-11,104.196
SCH011,Equity Mid Cap Fund 011,2024-12-12,102.7243
SCH011,Equity Mid Cap Fund 011,2024-12-13,103.9723
SCH011,Equity Mid Cap Fund 011,2024-12-14,104.467
SCH011,Equity Mid Cap Fund 011,2024-12-15,105.1991
SCH011,Equity Mid Cap Fund 011,2024-12-16,107.3514
SCH011,Equity Mid Cap Fund 011,2024-12-17,106.5923
SCH011,Equity Mid Cap Fund 011,2024-12-18,106.4522
SCH011,Equity Mid Cap Fund 011,2024-12-19,106.8908
SCH011,Equity Mid Cap Fund 011,2024-12-20,105.7123
SCH011,Equity Mid Cap Fund 011,2024-12-21,105.4955
SCH011,Equity Mid Cap Fund 011,2024-12-22,106.1407
SCH011,Equity Mid Cap Fund 011,2024-12-23,105.7474
SCH011,Equity Mid Cap Fund 011,2024-12-24,107.4296
SCH011,Equity Mid Cap Fund 011,2024-12-25,105.5033
SCH011,Equity Mid Cap Fund 011,2024-12-26,106.9459
SCH011,Equity Mid Cap Fund 011,2024-12-27,107.8158
SCH011,Equity Mid Cap Fund 011,2024-12-28,107.1014
SCH011,Equity Mid Cap Fund 011,2024-12-29,105.9347
SCH011,Equity Mid Cap Fund 011,2024-12-30,103.3114
SCH011,Equity Mid Cap Fund 011,2024-12-31,102.3463
SCH011,Equity Mid Cap Fund 011,2025-01-01,103.3825
SCH011,Equity Mid Cap Fund 011,2025-01-02,103.4027
SCH011,Equity Mid Cap Fund 011,2025-01-03,104.5574
SCH011,Equity Mid Cap Fund 011,2025-01-04,104.0473
SCH011,Equity Mid Cap Fund 011,2025-01-05,104.7822
SCH011,Equity Mid Cap Fund 011,2025-01-06,104.179
SCH011,Equity Mid Cap Fund 011,2025-01-07,103.3466
SCH011,Equity Mid Cap Fund 011,2025-01-08,103.3193
SCH011,Equity Mid Cap Fund 011,2025-01-09,102.7732
SCH011,Equity Mid Cap Fund 011,2025-01-10,101.4181
SCH011,Equity Mid Cap Fund 011,2025-01-11,101.3227
SCH011,Equity Mid Cap Fund 011,2025-01-12,101.4907
SCH011,Equity Mid Cap Fund 011,2025-01-13,102.7203
SCH011,Equity Mid Cap Fund 011,2025-01-14,103.6583
SCH011,Equity Mid Cap Fund 011,2025-01-15,104.8689
SCH011,Equity Mid Cap Fund 011,2025-01-16,105.6222
SCH011,Equity Mid Cap Fund 011,2025-01-17,106.0123
SCH011,Equity Mid Cap Fund 011,2025-01-18,104.914
SCH011,Equity Mid Cap Fund 011,2025-01-19,105.129
SCH011,Equity Mid Cap Fund 011,2025-01-20,105.7672
SCH011,Equity Mid Cap Fund 011,2025-01-21,107.2286
SCH011,Equity Mid Cap Fund 011,2025-01-22,107.966
SCH011,Equity Mid Cap Fund 011,2025-01-23,109.2468
SCH011,Equity Mid Cap Fund 011,2025-01-24,108.3086
SCH011,Equity Mid Cap Fund 011,2025-01-25,108.0662
SCH011,Equity Mid Cap Fund 011,2025-01-26,108.5595
SCH011,Equity Mid Cap Fund 011,2025-01-27,109.7697
SCH011,Equity Mid Cap Fund 011,2025-01-28,109.7031
SCH011,Equity Mid Cap Fund 011,2025-01-29,109.6985
SCH011,Equity Mid Cap Fund 011,2025-01-30,110.4537
SCH011,Equity Mid Cap Fund 011,2025-01-31,109.4118
SCH011,Equity Mid Cap Fund 011,2025-02-01,111.0712
SCH011,Equity Mid Cap Fund 011,2025-02-02,110.2701
SCH011,Equity Mid Cap Fund 011,2025-02-03,108.4433
SCH011,Equity Mid Cap Fund 011,2025-02-04,108.529
SCH011,Equity Mid Cap Fund 011,2025-02-05,110.2639
SCH011,Equity Mid Cap Fund 011,2025-02-06,110.9231
SCH011,Equity Mid Cap Fund 011,2025-02-07,111.7506
SCH011,Equity Mid Cap Fund 011,2025-02-08,111.8704
SCH011,Equity Mid Cap Fund 011,2025-02-09,111.7953
SCH011,Equity Mid Cap Fund 011,2025-02-10,110.3192
SCH011,Equity Mid Cap Fund 011,2025-02-11,108.1531
SCH011,Equity Mid Cap Fund 011,2025-02-12,108.4198
SCH011,Equity Mid Cap Fund 011,2025-02-13,109.7765
SCH011,Equity Mid Cap Fund 011,2025-02-14,110.1933
SCH011,Equity Mid Cap Fund 011,2025-02-15,110.8889
SCH011,Equity Mid Cap Fund 011,2025-02-16,112.5471
SCH011,Equity Mid Cap Fund 011,2025-02-17,112.9589
SCH011,Equity Mid Cap Fund 011,2025-02-18,112.9133
